DOID	Metab
DOID:14330	HMDB0000251
DOID:5419	HMDB0000251
DOID:9256	HMDB0000251
DOID:8778	HMDB0000251
DOID:13189	HMDB0000251
DOID:7148	HMDB0000251
DOID:1793	HMDB0000251
DOID:3388	HMDB0000251
DOID:1324	HMDB0000251
DOID:14701	HMDB0000251
DOID:9269	HMDB0000251
DOID:13922	HMDB0000251
DOID:1324	HMDB0000252
DOID:9256	HMDB0000252
DOID:5419	HMDB0000253
DOID:0050546	HMDB0000253
DOID:3613	HMDB0000254
DOID:10652	HMDB0000254
DOID:8778	HMDB0000254
DOID:13189	HMDB0000254
DOID:1324	HMDB0000254
DOID:13922	HMDB0000254
DOID:9256	HMDB0000254
DOID:0050575	HMDB0000254
DOID:9256	HMDB0000256
DOID:9256	HMDB0000258
DOID:8778	HMDB0000258
DOID:1324	HMDB0000258
DOID:13922	HMDB0000258
DOID:5419	HMDB0000259
DOID:14330	HMDB0000259
DOID:0111168	HMDB0000259
DOID:9256	HMDB0000259
DOID:13922	HMDB0000259
DOID:0090123	HMDB0000259
DOID:0060693	HMDB0000259
DOID:9256	HMDB0000262
DOID:14218	HMDB0000262
DOID:10652	HMDB0000263
DOID:9255	HMDB0000263
DOID:8689	HMDB0000265
DOID:0050811	HMDB0000265
DOID:5419	HMDB0000267
DOID:9256	HMDB0000267
DOID:13922	HMDB0000267
DOID:0050811	HMDB0000268
DOID:9256	HMDB0000269
DOID:9256	HMDB0000271
DOID:10534	HMDB0000271
DOID:10652	HMDB0000271
DOID:9255	HMDB0000271
DOID:13922	HMDB0000271
DOID:10283	HMDB0000271
DOID:13922	HMDB0000272
DOID:3613	HMDB0000273
DOID:9256	HMDB0000273
DOID:13922	HMDB0000273
DOID:0080119	HMDB0000273
DOID:684	HMDB0000277
DOID:9256	HMDB0000279
DOID:9256	HMDB0000283
DOID:13922	HMDB0000283
DOID:7148	HMDB0000286
DOID:10652	HMDB0000288
DOID:9255	HMDB0000288
DOID:9352	HMDB0000289
DOID:13189	HMDB0000289
DOID:1919	HMDB0000289
DOID:2377	HMDB0000289
DOID:10534	HMDB0000289
DOID:5419	HMDB0000289
DOID:0060236	HMDB0000289
DOID:0060879	HMDB0000289
DOID:5204	HMDB0000289
DOID:0050799	HMDB0000289
DOID:0111164	HMDB0000289
DOID:0050710	HMDB0000289
DOID:9256	HMDB0000289
DOID:3613	HMDB0000289
DOID:9869	HMDB0000289
DOID:9256	HMDB0000291
DOID:0090123	HMDB0000291
DOID:13922	HMDB0000291
DOID:9281	HMDB0000291
DOID:0060693	HMDB0000291
DOID:1919	HMDB0000292
DOID:3613	HMDB0000292
DOID:0060236	HMDB0000292
DOID:0111164	HMDB0000292
DOID:0050710	HMDB0000292
DOID:9256	HMDB0000292
DOID:8778	HMDB0000292
DOID:1485	HMDB0000292
DOID:13922	HMDB0000292
DOID:0111038	HMDB0000292
DOID:9256	HMDB0000294
DOID:0060879	HMDB0000294
DOID:0110143	HMDB0000294
DOID:0080217	HMDB0000294
DOID:0110146	HMDB0000294
DOID:13922	HMDB0000294
DOID:684	HMDB0000294
DOID:1919	HMDB0000296
DOID:3613	HMDB0000296
DOID:9256	HMDB0000296
DOID:9278	HMDB0000296
DOID:8778	HMDB0000299
DOID:9256	HMDB0000299
DOID:3613	HMDB0000300
DOID:8778	HMDB0000300
DOID:9278	HMDB0000300
DOID:9280	HMDB0000300
DOID:10763	HMDB0000300
DOID:13922	HMDB0000300
DOID:9256	HMDB0000300
DOID:14218	HMDB0000300
DOID:0111164	HMDB0000300
DOID:9256	HMDB0000301
DOID:13922	HMDB0000301
DOID:9256	HMDB0000303
DOID:1386	HMDB0000305
DOID:10608	HMDB0000306
DOID:9256	HMDB0000306
DOID:8778	HMDB0000306
DOID:13922	HMDB0000306
DOID:0060693	HMDB0000306
DOID:0111071	HMDB0000308
DOID:1838	HMDB0000318
DOID:12236	HMDB0000326
DOID:14330	HMDB0000333
DOID:14701	HMDB0000339
DOID:0060358	HMDB0000339
DOID:14753	HMDB0000339
DOID:14701	HMDB0000354
DOID:14723	HMDB0000354
DOID:0060810	HMDB0000354
DOID:9256	HMDB0000355
DOID:13922	HMDB0000355
DOID:9970	HMDB0000357
DOID:9352	HMDB0000357
DOID:1793	HMDB0000357
DOID:9256	HMDB0000357
DOID:5419	HMDB0000357
DOID:0050811	HMDB0000357
DOID:3649	HMDB0000357
DOID:0090129	HMDB0000357
DOID:8778	HMDB0000357
DOID:10652	HMDB0000357
DOID:9255	HMDB0000357
DOID:13922	HMDB0000357
DOID:0080153	HMDB0000357
DOID:3651	HMDB0000357
DOID:10582	HMDB0000359
DOID:0050811	HMDB0000363
DOID:0050462	HMDB0000363
DOID:0050546	HMDB0000363
DOID:5419	HMDB0000365
DOID:9256	HMDB0000365
DOID:9281	HMDB0000374
DOID:0050811	HMDB0000374
DOID:0050811	HMDB0000374
DOID:0050811	HMDB0000374
DOID:0050462	HMDB0000374
DOID:0050546	HMDB0000374
DOID:0050811	HMDB0000374
DOID:0110143	HMDB0000374
DOID:0050811	HMDB0000374
DOID:7148	HMDB0000374
DOID:9256	HMDB0000375
DOID:13922	HMDB0000375
DOID:13608	HMDB0000381
DOID:9256	HMDB0000391
DOID:0050476	HMDB0000396
DOID:0110000	HMDB0000396
DOID:9256	HMDB0000400
DOID:2394	HMDB0000405
DOID:9269	HMDB0000407
DOID:9256	HMDB0000407
DOID:13922	HMDB0000407
DOID:9269	HMDB0000407
DOID:9256	HMDB0000415
DOID:9256	HMDB0000423
DOID:13922	HMDB0000423
DOID:9256	HMDB0000439
DOID:13922	HMDB0000439
DOID:9256	HMDB0000440
DOID:9281	HMDB0000440
DOID:13922	HMDB0000440
DOID:10652	HMDB0000450
DOID:9256	HMDB0000450
DOID:13922	HMDB0000450
DOID:10652	HMDB0000452
DOID:5419	HMDB0000452
DOID:13922	HMDB0000452
DOID:9256	HMDB0000452
DOID:0050710	HMDB0000459
DOID:856	HMDB0000459
DOID:14701	HMDB0000459
DOID:5419	HMDB0000462
DOID:8778	HMDB0000462
DOID:9256	HMDB0000462
DOID:13922	HMDB0000462
DOID:10652	HMDB0000464
DOID:4810	HMDB0000464
DOID:2377	HMDB0000464
DOID:1056	HMDB0000464
DOID:14330	HMDB0000464
DOID:0060879	HMDB0000464
DOID:0110142	HMDB0000464
DOID:0110143	HMDB0000464
DOID:0110144	HMDB0000464
DOID:0110145	HMDB0000464
DOID:0110146	HMDB0000464
DOID:0110147	HMDB0000464
DOID:11198	HMDB0000464
DOID:0060883	HMDB0000464
DOID:0060348	HMDB0000464
DOID:12849	HMDB0000466
DOID:8778	HMDB0000466
DOID:9256	HMDB0000466
DOID:684	HMDB0000467
DOID:9256	HMDB0000467
DOID:0090123	HMDB0000472
DOID:8778	HMDB0000472
DOID:9256	HMDB0000472
DOID:10652	HMDB0000479
DOID:9256	HMDB0000479
DOID:9352	HMDB0000479
DOID:9970	HMDB0000479
DOID:14701	HMDB0000479
DOID:13922	HMDB0000479
DOID:9256	HMDB0000482
DOID:8778	HMDB0000482
DOID:9256	HMDB0000484
DOID:13922	HMDB0000484
DOID:5419	HMDB0000490
DOID:9269	HMDB0000491
DOID:9256	HMDB0000491
DOID:13922	HMDB0000491
DOID:0050811	HMDB0000492
DOID:0060879	HMDB0000492
DOID:0110142	HMDB0000492
DOID:0110143	HMDB0000492
DOID:0110144	HMDB0000492
DOID:0110146	HMDB0000492
DOID:0110147	HMDB0000492
DOID:0060296	HMDB0000492
DOID:0060781	HMDB0000492
DOID:10283	HMDB0000495
DOID:9256	HMDB0000500
DOID:13922	HMDB0000500
DOID:2377	HMDB0000501
DOID:9256	HMDB0000502
DOID:8778	HMDB0000510
DOID:9256	HMDB0000510
DOID:13922	HMDB0000510
DOID:5419	HMDB0000510
DOID:9256	HMDB0000511
DOID:1485	HMDB0000511
DOID:13922	HMDB0000511
DOID:9256	HMDB0000512
DOID:7148	HMDB0000516
DOID:13189	HMDB0000516
DOID:10652	HMDB0000517
DOID:9278	HMDB0000517
DOID:9256	HMDB0000517
DOID:0060439	HMDB0000517
DOID:9273	HMDB0000517
DOID:9970	HMDB0000517
DOID:0060067	HMDB0000517
DOID:9273	HMDB0000517
DOID:0070132	HMDB0000517
DOID:11723	HMDB0000517
DOID:0080099	HMDB0000517
DOID:9278	HMDB0000517
DOID:5419	HMDB0000517
DOID:12849	HMDB0000517
DOID:8778	HMDB0000517
DOID:9255	HMDB0000517
DOID:9266	HMDB0000517
DOID:14755	HMDB0000517
DOID:14701	HMDB0000517
DOID:0050726	HMDB0000517
DOID:9269	HMDB0000517
DOID:13922	HMDB0000517
DOID:9274	HMDB0000517
DOID:1485	HMDB0000518
DOID:13608	HMDB0000518
DOID:684	HMDB0000518
DOID:12236	HMDB0000518
DOID:9256	HMDB0000532
DOID:10608	HMDB0000535
DOID:12849	HMDB0000535
DOID:8778	HMDB0000535
DOID:9256	HMDB0000535
DOID:0080153	HMDB0000535
DOID:0060228	HMDB0000538
DOID:3526	HMDB0000538
DOID:10652	HMDB0000547
DOID:2377	HMDB0000547
DOID:14330	HMDB0000547
DOID:0060879	HMDB0000547
DOID:0110142	HMDB0000547
DOID:0110143	HMDB0000547
DOID:0110144	HMDB0000547
DOID:0110145	HMDB0000547
DOID:0110146	HMDB0000547
DOID:9869	HMDB0000547
DOID:0050450	HMDB0000547
DOID:0060883	HMDB0000547
DOID:0060484	HMDB0000547
DOID:1380	HMDB0000561
DOID:9970	HMDB0000561
DOID:9744	HMDB0000561
DOID:9256	HMDB0000563
DOID:9970	HMDB0000564
DOID:13922	HMDB0000564
DOID:3890	HMDB0000570
DOID:13269	HMDB0000570
DOID:10652	HMDB0000574
DOID:2377	HMDB0000574
DOID:3526	HMDB0000574
DOID:1307	HMDB0000574
DOID:9256	HMDB0000574
DOID:12849	HMDB0000574
DOID:13922	HMDB0000574
DOID:0050811	HMDB0000586
DOID:0050811	HMDB0000586
DOID:1056	HMDB0000586
DOID:0060879	HMDB0000586
DOID:0050811	HMDB0000586
DOID:0050546	HMDB0000586
DOID:4367	HMDB0000586
DOID:0110142	HMDB0000586
DOID:0110143	HMDB0000586
DOID:0110144	HMDB0000586
DOID:0110145	HMDB0000586
DOID:0110146	HMDB0000586
DOID:0110147	HMDB0000586
DOID:0060296	HMDB0000586
DOID:0060781	HMDB0000586
DOID:0050470	HMDB0000586
DOID:0050450	HMDB0000586
DOID:0050811	HMDB0000586
DOID:0060855	HMDB0000586
DOID:0060484	HMDB0000586
DOID:0050811	HMDB0000588
DOID:0050811	HMDB0000588
DOID:0060879	HMDB0000588
DOID:0050546	HMDB0000588
DOID:0110142	HMDB0000588
DOID:0110143	HMDB0000588
DOID:0110144	HMDB0000588
DOID:0110145	HMDB0000588
DOID:0110146	HMDB0000588
DOID:0110147	HMDB0000588
DOID:0060296	HMDB0000588
DOID:0060781	HMDB0000588
DOID:0050811	HMDB0000588
DOID:0060855	HMDB0000588
DOID:0110629	HMDB0000588
DOID:9970	HMDB0000593
DOID:13922	HMDB0000593
DOID:0050811	HMDB0000595
DOID:0090129	HMDB0000595
DOID:3652	HMDB0000595
DOID:0110143	HMDB0000595
DOID:0110145	HMDB0000595
DOID:0110146	HMDB0000595
DOID:0110147	HMDB0000595
DOID:0060296	HMDB0000595
DOID:0060781	HMDB0000595
DOID:9269	HMDB0000595
DOID:0050450	HMDB0000595
DOID:3652	HMDB0000595
DOID:0080099	HMDB0000595
DOID:0060855	HMDB0000595
DOID:3649	HMDB0000595
DOID:0060484	HMDB0000595
DOID:10582	HMDB0000601
DOID:0090031	HMDB0000601
DOID:0080476	HMDB0000601
DOID:2580	HMDB0000601
DOID:10582	HMDB0000601
DOID:0050575	HMDB0000606
DOID:10652	HMDB0000608
DOID:2377	HMDB0000608
DOID:14330	HMDB0000608
DOID:10652	HMDB0000609
DOID:10652	HMDB0000618
DOID:9255	HMDB0000618
DOID:1485	HMDB0000619
DOID:13608	HMDB0000619
DOID:9256	HMDB0000619
DOID:8778	HMDB0000619
DOID:12236	HMDB0000619
DOID:13922	HMDB0000619
DOID:5419	HMDB0000625
DOID:9256	HMDB0000625
DOID:13922	HMDB0000625
DOID:1485	HMDB0000626
DOID:9256	HMDB0000626
DOID:12236	HMDB0000626
DOID:8778	HMDB0000630
DOID:9256	HMDB0000630
DOID:684	HMDB0000631
DOID:9256	HMDB0000631
DOID:13608	HMDB0000637
DOID:9256	HMDB0000637
DOID:9256	HMDB0000638
DOID:1485	HMDB0000638
DOID:13922	HMDB0000639
DOID:5419	HMDB0000641
DOID:9280	HMDB0000641
DOID:9256	HMDB0000641
DOID:9970	HMDB0000641
DOID:10652	HMDB0000641
DOID:14701	HMDB0000641
DOID:8778	HMDB0000641
DOID:1793	HMDB0000641
DOID:3388	HMDB0000641
DOID:9255	HMDB0000641
DOID:9269	HMDB0000641
DOID:13922	HMDB0000641
DOID:9256	HMDB0000646
DOID:13922	HMDB0000646
DOID:2377	HMDB0000657
DOID:14330	HMDB0000657
DOID:1838	HMDB0000657
DOID:0050711	HMDB0000657
DOID:0060483	HMDB0000657
DOID:10652	HMDB0000657
DOID:893	HMDB0000657
DOID:9256	HMDB0000660
DOID:9352	HMDB0000660
DOID:13922	HMDB0000660
DOID:9256	HMDB0000661
DOID:8689	HMDB0000661
DOID:13922	HMDB0000661
DOID:13922	HMDB0000663
DOID:12849	HMDB0000666
DOID:9256	HMDB0000666
DOID:8778	HMDB0000666
DOID:9281	HMDB0000669
DOID:13922	HMDB0000669
DOID:9278	HMDB0000670
DOID:10763	HMDB0000673
DOID:1324	HMDB0000673
DOID:5419	HMDB0000673
DOID:14753	HMDB0000673
DOID:9256	HMDB0000673
DOID:14753	HMDB0000678
DOID:9256	HMDB0000678
DOID:8689	HMDB0000678
DOID:13922	HMDB0000678
DOID:14701	HMDB0000678
DOID:0060640	HMDB0000678
DOID:0060358	HMDB0000678
DOID:5419	HMDB0000684
DOID:8778	HMDB0000684
DOID:13922	HMDB0000684
DOID:12236	HMDB0000686
DOID:9269	HMDB0000687
DOID:9281	HMDB0000687
DOID:5419	HMDB0000687
DOID:9269	HMDB0000687
DOID:0090126	HMDB0000687
DOID:10652	HMDB0000687
DOID:8778	HMDB0000687
DOID:9256	HMDB0000687
DOID:12849	HMDB0000687
DOID:7148	HMDB0000687
DOID:1793	HMDB0000687
DOID:3388	HMDB0000687
DOID:9255	HMDB0000687
DOID:13922	HMDB0000687
DOID:9256	HMDB0000691
DOID:13922	HMDB0000691
DOID:10652	HMDB0000692
DOID:2377	HMDB0000692
DOID:14330	HMDB0000692
DOID:0050574	HMDB0000694
DOID:13922	HMDB0000694
DOID:0050575	HMDB0000694
DOID:9269	HMDB0000695
DOID:0090126	HMDB0000695
DOID:9256	HMDB0000695
DOID:13189	HMDB0000695
DOID:7148	HMDB0000695
DOID:13922	HMDB0000695
DOID:9263	HMDB0000696
DOID:9256	HMDB0000696
DOID:9275	HMDB0000696
DOID:9263	HMDB0000696
DOID:0050544	HMDB0000696
DOID:0111037	HMDB0000696
DOID:9970	HMDB0000696
DOID:9273	HMDB0000696
DOID:0050717	HMDB0000696
DOID:5419	HMDB0000696
DOID:0111038	HMDB0000696
DOID:10608	HMDB0000696
DOID:12849	HMDB0000696
DOID:8778	HMDB0000696
DOID:7148	HMDB0000696
DOID:13922	HMDB0000696
DOID:1324	HMDB0000699
DOID:13922	HMDB0000699
DOID:10534	HMDB0000700
DOID:0090126	HMDB0000700
DOID:9256	HMDB0000700
DOID:856	HMDB0000700
DOID:13922	HMDB0000700
DOID:14701	HMDB0000700
DOID:9256	HMDB0000701
DOID:0080153	HMDB0000701
DOID:14701	HMDB0000701
DOID:0060640	HMDB0000701
DOID:9256	HMDB0000707
DOID:9281	HMDB0000707
DOID:9256	HMDB0000708
DOID:0060175	HMDB0000710
DOID:9256	HMDB0000710
DOID:0060358	HMDB0000710
DOID:13922	HMDB0000710
DOID:8778	HMDB0000714
DOID:1324	HMDB0000714
DOID:9744	HMDB0000714
DOID:14755	HMDB0000714
DOID:14701	HMDB0000714
DOID:0050726	HMDB0000714
DOID:9281	HMDB0000714
DOID:9269	HMDB0000714
DOID:13922	HMDB0000714
DOID:9256	HMDB0000714
DOID:5419	HMDB0000714
DOID:9970	HMDB0000714
DOID:12365	HMDB0000715
DOID:5419	HMDB0000715
DOID:8778	HMDB0000715
DOID:13922	HMDB0000715
DOID:9256	HMDB0000715
DOID:0080476	HMDB0000716
DOID:10588	HMDB0000716
DOID:14753	HMDB0000718
DOID:9256	HMDB0000718
DOID:10608	HMDB0000718
DOID:8778	HMDB0000718
DOID:12849	HMDB0000718
DOID:13922	HMDB0000718
DOID:9256	HMDB0000721
DOID:10652	HMDB0000721
DOID:13922	HMDB0000721
DOID:9256	HMDB0000722
DOID:10652	HMDB0000725
DOID:9256	HMDB0000725
DOID:8778	HMDB0000725
DOID:13922	HMDB0000725
DOID:9256	HMDB0000729
DOID:1324	HMDB0000729
DOID:13922	HMDB0000729
DOID:14701	HMDB0000730
DOID:0060640	HMDB0000730
DOID:0060358	HMDB0000730
DOID:12236	HMDB0000733
DOID:3890	HMDB0000737
DOID:13269	HMDB0000737
DOID:4346	HMDB0000737
DOID:11949	HMDB0000742
DOID:10923	HMDB0000742
DOID:2377	HMDB0000742
DOID:3526	HMDB0000742
DOID:9263	HMDB0000742
DOID:14330	HMDB0000742
DOID:332	HMDB0000742
DOID:9263	HMDB0000742
DOID:0090142	HMDB0000742
DOID:0111164	HMDB0000742
DOID:1307	HMDB0000742
DOID:10652	HMDB0000742
DOID:9256	HMDB0000742
DOID:0050818	HMDB0000742
DOID:9256	HMDB0000744
DOID:5419	HMDB0000744
DOID:1485	HMDB0000744
DOID:0110002	HMDB0000754
DOID:856	HMDB0000754
DOID:1793	HMDB0000754
DOID:0050710	HMDB0000754
DOID:9256	HMDB0000754
DOID:1324	HMDB0000754
DOID:9744	HMDB0000754
DOID:13922	HMDB0000754
DOID:0110001	HMDB0000754
DOID:9256	HMDB0000755
DOID:9281	HMDB0000755
DOID:13922	HMDB0000755
DOID:9256	HMDB0000760
DOID:12236	HMDB0000760
DOID:1485	HMDB0000761
DOID:13608	HMDB0000761
DOID:9256	HMDB0000761
DOID:12236	HMDB0000761
DOID:5419	HMDB0000763
DOID:1470	HMDB0000763
DOID:12705	HMDB0000763
DOID:2476	HMDB0000763
DOID:0090123	HMDB0000763
DOID:10608	HMDB0000763
DOID:0111168	HMDB0000763
DOID:3312	HMDB0000763
DOID:8778	HMDB0000763
DOID:9280	HMDB0000763
DOID:13922	HMDB0000763
DOID:14221	HMDB0000763
DOID:0060693	HMDB0000763
DOID:10283	HMDB0000764
DOID:9256	HMDB0000764
DOID:8778	HMDB0000764
DOID:3762	HMDB0000765
DOID:10652	HMDB0000765
DOID:9256	HMDB0000765
DOID:1324	HMDB0000765
DOID:13922	HMDB0000765
DOID:9256	HMDB0000766
DOID:10283	HMDB0000766
DOID:3613	HMDB0000767
DOID:9256	HMDB0000767
DOID:9256	HMDB0000779
DOID:9281	HMDB0000779
DOID:10534	HMDB0000784
DOID:9256	HMDB0000784
DOID:13922	HMDB0000784
DOID:2394	HMDB0000790
DOID:10608	HMDB0000791
DOID:0080155	HMDB0000791
DOID:0060358	HMDB0000791
DOID:8778	HMDB0000791
DOID:9256	HMDB0000791
DOID:0080153	HMDB0000791
DOID:9970	HMDB0000791
DOID:2580	HMDB0000795
DOID:0080476	HMDB0000795
DOID:0060602	HMDB0000795
DOID:9256	HMDB0000802
DOID:5419	HMDB0000806
DOID:9256	HMDB0000806
DOID:10652	HMDB0000807
DOID:9255	HMDB0000807
DOID:9256	HMDB0000808
DOID:14701	HMDB0000808
DOID:0060640	HMDB0000808
DOID:3613	HMDB0000812
DOID:5419	HMDB0000812
DOID:9970	HMDB0000812
DOID:9256	HMDB0000812
DOID:13922	HMDB0000812
DOID:0050771	HMDB0000819
DOID:8778	HMDB0000819
DOID:0090123	HMDB0000819
DOID:0060693	HMDB0000819
DOID:8778	HMDB0000820
DOID:10608	HMDB0000820
DOID:13922	HMDB0000821
DOID:10608	HMDB0000824
DOID:8778	HMDB0000824
DOID:9970	HMDB0000824
DOID:14701	HMDB0000824
DOID:13922	HMDB0000824
DOID:9256	HMDB0000826
DOID:8778	HMDB0000826
DOID:5419	HMDB0000826
DOID:5419	HMDB0000827
DOID:8778	HMDB0000827
DOID:9256	HMDB0000827
DOID:13922	HMDB0000827
DOID:10283	HMDB0000828
DOID:3659	HMDB0000830
DOID:0080153	HMDB0000832
DOID:9256	HMDB0000840
DOID:5419	HMDB0000847
DOID:8778	HMDB0000847
DOID:9256	HMDB0000847
DOID:9256	HMDB0000852
DOID:0090019	HMDB0000852
DOID:9256	HMDB0000853
DOID:9256	HMDB0000854
DOID:0080153	HMDB0000860
DOID:14701	HMDB0000860
DOID:8778	HMDB0000863
DOID:13922	HMDB0000863
DOID:9256	HMDB0000866
DOID:0090123	HMDB0000866
DOID:0050726	HMDB0000866
DOID:9256	HMDB0000870
DOID:13922	HMDB0000870
DOID:4810	HMDB0000876
DOID:1470	HMDB0000879
DOID:0050811	HMDB0000879
DOID:9256	HMDB0000881
DOID:13922	HMDB0000881
DOID:9281	HMDB0000883
DOID:9269	HMDB0000883
DOID:10652	HMDB0000883
DOID:5419	HMDB0000883
DOID:9970	HMDB0000883
DOID:9269	HMDB0000883
DOID:0090126	HMDB0000883
DOID:8778	HMDB0000883
DOID:9256	HMDB0000883
DOID:12849	HMDB0000883
DOID:13189	HMDB0000883
DOID:7148	HMDB0000883
DOID:1793	HMDB0000883
DOID:3388	HMDB0000883
DOID:9255	HMDB0000883
DOID:1324	HMDB0000883
DOID:9744	HMDB0000883
DOID:13922	HMDB0000883
DOID:9256	HMDB0000884
DOID:9256	HMDB0000892
DOID:10608	HMDB0000892
DOID:12849	HMDB0000892
DOID:8778	HMDB0000892
DOID:13922	HMDB0000892
DOID:10652	HMDB0000895
DOID:9256	HMDB0000897
DOID:10652	HMDB0000898
DOID:5419	HMDB0000898
DOID:8778	HMDB0000898
DOID:350	HMDB0000898
DOID:8689	HMDB0000903
DOID:10652	HMDB0000904
DOID:14755	HMDB0000904
DOID:9273	HMDB0000904
DOID:9273	HMDB0000904
DOID:0060067	HMDB0000904
DOID:9273	HMDB0000904
DOID:0070132	HMDB0000904
DOID:0080099	HMDB0000904
DOID:5419	HMDB0000904
DOID:9256	HMDB0000904
DOID:8778	HMDB0000904
DOID:13189	HMDB0000904
DOID:7148	HMDB0000904
DOID:1793	HMDB0000904
DOID:3388	HMDB0000904
DOID:9255	HMDB0000904
DOID:13922	HMDB0000904
DOID:8778	HMDB0000906
DOID:1793	HMDB0000906
DOID:3388	HMDB0000906
DOID:0080361	HMDB0000906
DOID:13922	HMDB0000906
DOID:0090123	HMDB0000913
DOID:12236	HMDB0000917
DOID:9256	HMDB0000921
DOID:1793	HMDB0000925
DOID:9256	HMDB0000925
DOID:10608	HMDB0000925
DOID:8778	HMDB0000925
DOID:0080361	HMDB0000925
DOID:1324	HMDB0000925
DOID:14755	HMDB0000925
DOID:14701	HMDB0000925
DOID:0050726	HMDB0000925
DOID:9269	HMDB0000925
DOID:13922	HMDB0000925
DOID:5419	HMDB0000925
DOID:14701	HMDB0000927
DOID:5419	HMDB0000929
DOID:10652	HMDB0000929
DOID:9256	HMDB0000929
DOID:2394	HMDB0000929
DOID:9970	HMDB0000929
DOID:1060	HMDB0000929
DOID:2476	HMDB0000929
DOID:12705	HMDB0000929
DOID:10608	HMDB0000929
DOID:12849	HMDB0000929
DOID:8778	HMDB0000929
DOID:7148	HMDB0000929
DOID:1793	HMDB0000929
DOID:3388	HMDB0000929
DOID:9255	HMDB0000929
DOID:13922	HMDB0000929
DOID:0090019	HMDB0000937
DOID:9256	HMDB0000937
DOID:14330	HMDB0000939
DOID:10652	HMDB0000939
DOID:0111038	HMDB0000939
DOID:13922	HMDB0000939
DOID:9256	HMDB0000946
DOID:1485	HMDB0000946
DOID:12236	HMDB0000946
DOID:9256	HMDB0000947
DOID:13608	HMDB0000951
DOID:9256	HMDB0000951
DOID:8778	HMDB0000951
DOID:0080153	HMDB0000953
DOID:14701	HMDB0000953
DOID:9256	HMDB0000954
DOID:13922	HMDB0000954
DOID:1324	HMDB0000956
DOID:5419	HMDB0000957
DOID:14723	HMDB0000959
DOID:14701	HMDB0000959
DOID:0060810	HMDB0000959
DOID:8778	HMDB0000990
DOID:9256	HMDB0001008
DOID:0050811	HMDB0001032
DOID:0050811	HMDB0001032
DOID:10652	HMDB0001032
DOID:9256	HMDB0001032
DOID:5419	HMDB0001032
DOID:1324	HMDB0001032
DOID:11612	HMDB0001032
DOID:7148	HMDB0001032
DOID:0050811	HMDB0001032
DOID:0050811	HMDB0001032
DOID:1700	HMDB0001032
DOID:10763	HMDB0001035
DOID:2377	HMDB0001035
DOID:10763	HMDB0001036
DOID:9256	HMDB0001043
DOID:5419	HMDB0001043
DOID:10763	HMDB0001043
DOID:14753	HMDB0001043
DOID:5419	HMDB0001049
DOID:8778	HMDB0001049
DOID:8778	HMDB0001051
DOID:10652	HMDB0001068
DOID:9255	HMDB0001068
DOID:9256	HMDB0001078
DOID:14501	HMDB0001085
DOID:12365	HMDB0001091
DOID:10283	HMDB0001104
DOID:9256	HMDB0001123
DOID:13922	HMDB0001123
DOID:9256	HMDB0001129
DOID:9256	HMDB0001138
DOID:10283	HMDB0001138
DOID:13922	HMDB0001138
DOID:12849	HMDB0001140
DOID:10608	HMDB0001140
DOID:8778	HMDB0001140
DOID:13922	HMDB0001149
DOID:3890	HMDB0001149
DOID:13270	HMDB0001149
DOID:9256	HMDB0001161
DOID:12804	HMDB0001165
DOID:9352	HMDB0001167
DOID:4810	HMDB0001170
DOID:9256	HMDB0001170
DOID:9256	HMDB0001173
DOID:12849	HMDB0001183
DOID:10608	HMDB0001183
DOID:9352	HMDB0001185
DOID:0111038	HMDB0001185
DOID:10283	HMDB0001191
DOID:3310	HMDB0001198
DOID:0060228	HMDB0001201
DOID:3526	HMDB0001201
DOID:9256	HMDB0001202
DOID:332	HMDB0001220
DOID:9256	HMDB0001227
DOID:5419	HMDB0001238
DOID:10652	HMDB0001247
DOID:2377	HMDB0001247
DOID:14330	HMDB0001247
DOID:8689	HMDB0001248
DOID:9256	HMDB0001248
DOID:9256	HMDB0001251
DOID:9256	HMDB0001257
DOID:8778	HMDB0001257
DOID:10652	HMDB0001257
DOID:9255	HMDB0001257
DOID:9256	HMDB0001266
DOID:10283	HMDB0001266
DOID:5419	HMDB0001270
DOID:0060228	HMDB0001273
DOID:3526	HMDB0001273
DOID:10652	HMDB0001302
DOID:2377	HMDB0001302
DOID:14330	HMDB0001302
DOID:14701	HMDB0001310
DOID:9352	HMDB0001311
DOID:5419	HMDB0001311
DOID:9256	HMDB0001316
DOID:9970	HMDB0001319
DOID:9256	HMDB0001325
DOID:10652	HMDB0001333
DOID:332	HMDB0001333
DOID:2377	HMDB0001333
DOID:14330	HMDB0001333
DOID:10652	HMDB0001336
DOID:9256	HMDB0001336
DOID:0060228	HMDB0001341
DOID:3526	HMDB0001341
DOID:13922	HMDB0001341
DOID:9970	HMDB0001348
DOID:13922	HMDB0001348
DOID:9256	HMDB0001352
DOID:1793	HMDB0001369
DOID:3388	HMDB0001369
DOID:10652	HMDB0001372
DOID:10763	HMDB0001388
DOID:1470	HMDB0001388
DOID:14753	HMDB0001388
DOID:9256	HMDB0001388
DOID:1206	HMDB0001396
DOID:0050719	HMDB0001396
DOID:9256	HMDB0001401
DOID:10652	HMDB0001401
DOID:9255	HMDB0001401
DOID:13922	HMDB0001401
DOID:0060228	HMDB0001403
DOID:11723	HMDB0001403
DOID:8778	HMDB0001406
DOID:9256	HMDB0001406
