DOID	Metab
DOID:8778	HMDB0001414
DOID:3388	HMDB0001414
DOID:10652	HMDB0001414
DOID:9255	HMDB0001414
DOID:1793	HMDB0001414
DOID:13922	HMDB0001414
DOID:9256	HMDB0001414
DOID:10652	HMDB0001419
DOID:0060228	HMDB0001419
DOID:2377	HMDB0001419
DOID:9970	HMDB0001425
DOID:1700	HMDB0001425
DOID:9256	HMDB0001429
DOID:14213	HMDB0001429
DOID:1056	HMDB0001429
DOID:0110145	HMDB0001429
DOID:0060348	HMDB0001429
DOID:9256	HMDB0001432
DOID:1470	HMDB0001449
DOID:684	HMDB0001452
DOID:8778	HMDB0001453
DOID:10652	HMDB0001473
DOID:9255	HMDB0001473
DOID:3526	HMDB0001476
DOID:12849	HMDB0001485
DOID:9256	HMDB0001488
DOID:8778	HMDB0001488
DOID:0090123	HMDB0001490
DOID:5419	HMDB0001490
DOID:594	HMDB0001490
DOID:2476	HMDB0001490
DOID:12705	HMDB0001490
DOID:1470	HMDB0001490
DOID:0111168	HMDB0001490
DOID:14330	HMDB0001490
DOID:0060693	HMDB0001490
DOID:7148	HMDB0001491
DOID:14213	HMDB0001491
DOID:0110913	HMDB0001491
DOID:10608	HMDB0001491
DOID:9256	HMDB0001496
DOID:2377	HMDB0001496
DOID:14501	HMDB0001509
DOID:13922	HMDB0001511
DOID:9256	HMDB0001514
DOID:8689	HMDB0001520
DOID:9256	HMDB0001520
DOID:9256	HMDB0001527
DOID:5810	HMDB0001532
DOID:9256	HMDB0001539
DOID:11723	HMDB0001539
DOID:10923	HMDB0001545
DOID:9256	HMDB0001545
DOID:8778	HMDB0001548
DOID:10652	HMDB0001548
DOID:9255	HMDB0001548
DOID:1324	HMDB0001565
DOID:10652	HMDB0001565
DOID:9256	HMDB0001565
DOID:10652	HMDB0001586
DOID:9255	HMDB0001586
DOID:9256	HMDB0001644
DOID:13922	HMDB0001713
DOID:1470	HMDB0001830
DOID:5419	HMDB0001830
DOID:0050811	HMDB0001830
DOID:0050462	HMDB0001830
DOID:0050546	HMDB0001830
DOID:9256	HMDB0001847
DOID:2841	HMDB0001847
DOID:13922	HMDB0001847
DOID:10652	HMDB0001851
DOID:9256	HMDB0001851
DOID:9256	HMDB0001856
DOID:9256	HMDB0001859
DOID:13922	HMDB0001859
DOID:9256	HMDB0001860
DOID:2841	HMDB0001860
DOID:13922	HMDB0001860
DOID:13922	HMDB0001867
DOID:5419	HMDB0001870
DOID:9256	HMDB0001870
DOID:13922	HMDB0001870
DOID:9256	HMDB0001873
DOID:10608	HMDB0001873
DOID:8778	HMDB0001873
DOID:13922	HMDB0001873
DOID:8778	HMDB0001875
DOID:7148	HMDB0001875
DOID:13922	HMDB0001875
DOID:9256	HMDB0001881
DOID:1324	HMDB0001881
DOID:13922	HMDB0001881
DOID:9256	HMDB0001882
DOID:9256	HMDB0001889
DOID:2841	HMDB0001889
DOID:1386	HMDB0001893
DOID:4810	HMDB0001893
DOID:0090028	HMDB0001893
DOID:14330	HMDB0001893
DOID:9256	HMDB0001893
DOID:9256	HMDB0001895
DOID:13922	HMDB0001895
DOID:10652	HMDB0001897
DOID:0080016	HMDB0001897
DOID:6364	HMDB0001897
DOID:8986	HMDB0001897
DOID:9256	HMDB0001923
DOID:13922	HMDB0001925
DOID:10283	HMDB0001926
DOID:9256	HMDB0001928
DOID:399	HMDB0001929
DOID:9256	HMDB0001929
DOID:9256	HMDB0001932
DOID:9256	HMDB0001933
DOID:9256	HMDB0001943
DOID:9256	HMDB0001964
DOID:5204	HMDB0001967
DOID:1056	HMDB0001967
DOID:0110144	HMDB0001967
DOID:0060067	HMDB0001967
DOID:9970	HMDB0001982
DOID:9256	HMDB0001982
DOID:13922	HMDB0001987
DOID:10652	HMDB0001989
DOID:2377	HMDB0001989
DOID:14330	HMDB0001989
DOID:9256	HMDB0001991
DOID:2841	HMDB0001991
DOID:8778	HMDB0001993
DOID:9256	HMDB0001999
DOID:1470	HMDB0001999
DOID:10763	HMDB0001999
DOID:14753	HMDB0001999
DOID:9256	HMDB0002003
DOID:9256	HMDB0002005
DOID:13922	HMDB0002005
DOID:14753	HMDB0002011
DOID:2377	HMDB0002012
DOID:14330	HMDB0002017
DOID:9256	HMDB0002017
DOID:9352	HMDB0002030
DOID:0050811	HMDB0002030
DOID:9256	HMDB0002035
DOID:13608	HMDB0002061
DOID:9352	HMDB0002061
DOID:9256	HMDB0002064
DOID:9256	HMDB0002085
DOID:9256	HMDB0002088
DOID:5419	HMDB0002096
DOID:10652	HMDB0002103
DOID:0060228	HMDB0002103
DOID:2377	HMDB0002103
DOID:9256	HMDB0002117
DOID:9256	HMDB0002124
DOID:10588	HMDB0002163
DOID:0090031	HMDB0002163
DOID:0080476	HMDB0002163
DOID:12849	HMDB0002176
DOID:10608	HMDB0002176
DOID:8778	HMDB0002176
DOID:9256	HMDB0002183
DOID:1470	HMDB0002183
DOID:10763	HMDB0002183
DOID:14753	HMDB0002183
DOID:2580	HMDB0002183
DOID:3526	HMDB0002183
DOID:10652	HMDB0002196
DOID:2377	HMDB0002196
DOID:14330	HMDB0002196
DOID:9256	HMDB0002199
DOID:3310	HMDB0002200
DOID:14501	HMDB0002200
DOID:5419	HMDB0002212
DOID:9256	HMDB0002212
DOID:9256	HMDB0002259
DOID:5419	HMDB0002259
DOID:8778	HMDB0002303
DOID:9256	HMDB0002322
DOID:8778	HMDB0002322
DOID:1793	HMDB0002322
DOID:3388	HMDB0002322
DOID:9256	HMDB0002350
DOID:10588	HMDB0002356
DOID:2580	HMDB0002356
DOID:0080476	HMDB0002356
DOID:10588	HMDB0002356
DOID:0090031	HMDB0002356
DOID:0050797	HMDB0002356
DOID:0060483	HMDB0002356
DOID:0090019	HMDB0002374
DOID:10652	HMDB0002457
DOID:2377	HMDB0002457
DOID:14330	HMDB0002457
DOID:9256	HMDB0002466
DOID:684	HMDB0002497
DOID:9256	HMDB0002545
DOID:9256	HMDB0002580
DOID:9256	HMDB0002639
DOID:12849	HMDB0002643
DOID:13922	HMDB0002643
DOID:10652	HMDB0002666
DOID:9256	HMDB0002670
DOID:9352	HMDB0002712
DOID:1793	HMDB0002712
DOID:10652	HMDB0002712
DOID:12236	HMDB0002719
DOID:9256	HMDB0002759
DOID:2394	HMDB0002802
DOID:7148	HMDB0002802
DOID:9256	HMDB0002815
DOID:9970	HMDB0002815
DOID:1793	HMDB0002820
DOID:3388	HMDB0002820
DOID:350	HMDB0002820
DOID:12365	HMDB0002825
DOID:9256	HMDB0002825
DOID:2841	HMDB0002825
DOID:9256	HMDB0002869
DOID:0090019	HMDB0002869
DOID:9256	HMDB0002917
DOID:684	HMDB0002917
DOID:14753	HMDB0002925
DOID:9256	HMDB0002925
DOID:1470	HMDB0002961
DOID:0050546	HMDB0002961
DOID:1700	HMDB0002961
DOID:10283	HMDB0002985
DOID:9744	HMDB0003000
DOID:9970	HMDB0003000
DOID:1380	HMDB0003000
DOID:5419	HMDB0003069
DOID:9256	HMDB0003073
DOID:14753	HMDB0003073
DOID:1324	HMDB0003073
DOID:9256	HMDB0003099
DOID:3613	HMDB0003099
DOID:9256	HMDB0003156
DOID:9256	HMDB0003178
DOID:1909	HMDB0003192
DOID:9256	HMDB0003213
DOID:9256	HMDB0003217
DOID:9256	HMDB0003224
DOID:9256	HMDB0003229
DOID:14753	HMDB0003229
DOID:8398	HMDB0003276
DOID:9256	HMDB0003320
DOID:10652	HMDB0003337
DOID:3613	HMDB0003337
DOID:5419	HMDB0003337
DOID:9255	HMDB0003337
DOID:2377	HMDB0003337
DOID:10652	HMDB0003339
DOID:9256	HMDB0003339
DOID:8778	HMDB0003339
DOID:5419	HMDB0003339
DOID:9255	HMDB0003339
DOID:13189	HMDB0003345
DOID:7148	HMDB0003345
DOID:10608	HMDB0003352
DOID:13922	HMDB0003357
DOID:9256	HMDB0003363
DOID:8778	HMDB0003366
DOID:9256	HMDB0003374
DOID:12849	HMDB0003375
DOID:0060228	HMDB0003378
DOID:13922	HMDB0003391
DOID:5419	HMDB0003406
DOID:9256	HMDB0003424
DOID:9256	HMDB0003464
DOID:10283	HMDB0003466
DOID:8778	HMDB0003543
DOID:0050811	HMDB0003550
DOID:0110145	HMDB0003550
DOID:11459	HMDB0003598
DOID:11476	HMDB0003598
DOID:10652	HMDB0003638
DOID:2377	HMDB0003638
DOID:14330	HMDB0003638
DOID:9256	HMDB0003681
DOID:1470	HMDB0003759
DOID:5419	HMDB0003759
DOID:9256	HMDB0003818
DOID:0080476	HMDB0003876
DOID:9256	HMDB0003911
DOID:13922	HMDB0003911
DOID:10283	HMDB0003966
DOID:0050811	HMDB0004030
DOID:0050811	HMDB0004030
DOID:0050811	HMDB0004030
DOID:0050771	HMDB0004063
DOID:9256	HMDB0004158
DOID:8778	HMDB0004158
DOID:9256	HMDB0004193
DOID:10283	HMDB0004246
DOID:9256	HMDB0004284
DOID:10608	HMDB0004327
DOID:8778	HMDB0004327
DOID:9352	HMDB0004327
DOID:10652	HMDB0004362
DOID:9256	HMDB0004362
DOID:14330	HMDB0004362
DOID:1470	HMDB0004370
DOID:5419	HMDB0004586
DOID:9256	HMDB0004610
DOID:9256	HMDB0004666
DOID:10763	HMDB0004825
DOID:10763	HMDB0004826
DOID:1386	HMDB0004844
DOID:1386	HMDB0004866
DOID:1386	HMDB0004877
DOID:1386	HMDB0004880
DOID:1386	HMDB0004882
DOID:1386	HMDB0004884
DOID:1386	HMDB0004886
DOID:9256	HMDB0004947
DOID:9256	HMDB0004948
DOID:14499	HMDB0004948
DOID:9256	HMDB0004949
DOID:9256	HMDB0004950
DOID:9256	HMDB0004951
DOID:9256	HMDB0004952
DOID:9256	HMDB0004953
DOID:9256	HMDB0004955
DOID:9256	HMDB0004956
DOID:9256	HMDB0004957
DOID:1386	HMDB0004958
DOID:9970	HMDB0004969
DOID:9256	HMDB0005006
DOID:9256	HMDB0005015
DOID:9256	HMDB0005782
DOID:9352	HMDB0005794
DOID:9256	HMDB0005800
DOID:9256	HMDB0005801
DOID:9256	HMDB0005807
DOID:10283	HMDB0005831
DOID:10652	HMDB0005949
DOID:2377	HMDB0005949
DOID:14330	HMDB0005949
DOID:10608	HMDB0005994
DOID:8778	HMDB0005994
DOID:10763	HMDB0005998
DOID:10608	HMDB0006007
DOID:9256	HMDB0006029
DOID:13922	HMDB0006029
DOID:10608	HMDB0006115
DOID:12849	HMDB0006115
DOID:8778	HMDB0006115
DOID:9256	HMDB0006116
DOID:13922	HMDB0006116
DOID:10608	HMDB0006236
DOID:12849	HMDB0006236
DOID:8778	HMDB0006236
DOID:10652	HMDB0006284
DOID:5419	HMDB0006483
DOID:8778	HMDB0006483
DOID:9256	HMDB0006483
DOID:12849	HMDB0006483
DOID:9256	HMDB0006547
DOID:9256	HMDB0006809
DOID:8778	HMDB0007103
DOID:8778	HMDB0007175
DOID:13922	HMDB0007867
DOID:9970	HMDB0007869
DOID:9970	HMDB0007871
DOID:9970	HMDB0007872
DOID:13922	HMDB0007872
DOID:9970	HMDB0007873
DOID:9970	HMDB0007874
DOID:9970	HMDB0007875
DOID:9970	HMDB0007876
DOID:9970	HMDB0007879
DOID:13922	HMDB0007879
DOID:9970	HMDB0007880
DOID:13922	HMDB0007880
DOID:9970	HMDB0007881
DOID:13922	HMDB0007881
DOID:9970	HMDB0007882
DOID:9970	HMDB0007883
DOID:13922	HMDB0007883
DOID:9970	HMDB0007884
DOID:9970	HMDB0007886
DOID:13922	HMDB0007886
DOID:9970	HMDB0007887
DOID:13922	HMDB0007887
DOID:9970	HMDB0007888
DOID:9970	HMDB0007889
DOID:13922	HMDB0007889
DOID:9970	HMDB0007890
DOID:13922	HMDB0007890
DOID:9970	HMDB0007891
DOID:9970	HMDB0007892
DOID:13922	HMDB0007892
DOID:9970	HMDB0007893
DOID:13922	HMDB0007893
DOID:13922	HMDB0007894
DOID:9970	HMDB0007895
DOID:9970	HMDB0007896
DOID:9970	HMDB0007897
DOID:9970	HMDB0007898
DOID:9970	HMDB0007899
DOID:9970	HMDB0007903
DOID:13922	HMDB0007903
DOID:9970	HMDB0007904
DOID:9970	HMDB0007905
DOID:9970	HMDB0007906
DOID:9970	HMDB0007907
DOID:9970	HMDB0007911
DOID:9970	HMDB0007912
DOID:9970	HMDB0007913
DOID:9970	HMDB0007914
DOID:9970	HMDB0007915
DOID:9970	HMDB0007919
DOID:9970	HMDB0007920
DOID:9970	HMDB0007921
DOID:13922	HMDB0007921
DOID:9970	HMDB0007922
DOID:9970	HMDB0007923
DOID:9970	HMDB0007924
DOID:9970	HMDB0007929
DOID:9970	HMDB0007930
DOID:9970	HMDB0007931
DOID:9970	HMDB0007934
DOID:9970	HMDB0007965
DOID:9970	HMDB0007969
DOID:9970	HMDB0007971
DOID:9970	HMDB0007972
DOID:5419	HMDB0007973
DOID:9970	HMDB0007973
DOID:9970	HMDB0007974
DOID:9970	HMDB0007975
DOID:9970	HMDB0007976
DOID:9970	HMDB0007977
DOID:9970	HMDB0007978
DOID:9970	HMDB0007979
DOID:9970	HMDB0007980
DOID:9970	HMDB0007981
DOID:9970	HMDB0007982
DOID:9970	HMDB0007983
DOID:9970	HMDB0007984
DOID:9970	HMDB0007985
DOID:9970	HMDB0007988
DOID:13922	HMDB0007988
DOID:9970	HMDB0007989
DOID:13922	HMDB0007989
DOID:9970	HMDB0007990
DOID:9970	HMDB0007991
DOID:13922	HMDB0007991
DOID:9970	HMDB0007994
DOID:9970	HMDB0007996
DOID:9970	HMDB0007997
DOID:9970	HMDB0007999
DOID:9970	HMDB0008001
DOID:9970	HMDB0008002
DOID:9970	HMDB0008003
DOID:9970	HMDB0008004
DOID:9970	HMDB0008005
DOID:9970	HMDB0008006
DOID:9970	HMDB0008007
DOID:9970	HMDB0008008
DOID:9970	HMDB0008010
DOID:9970	HMDB0008011
DOID:9970	HMDB0008012
DOID:9970	HMDB0008013
DOID:9970	HMDB0008014
DOID:9970	HMDB0008015
DOID:9970	HMDB0008016
DOID:9970	HMDB0008017
DOID:9970	HMDB0008020
DOID:13922	HMDB0008020
DOID:9970	HMDB0008021
DOID:9970	HMDB0008022
DOID:9970	HMDB0008024
DOID:9970	HMDB0008026
DOID:13922	HMDB0008026
DOID:9970	HMDB0008027
DOID:9970	HMDB0008028
DOID:9970	HMDB0008029
DOID:9970	HMDB0008030
DOID:9970	HMDB0008031
DOID:9970	HMDB0008032
DOID:9970	HMDB0008035
DOID:9970	HMDB0008036
DOID:9970	HMDB0008037
DOID:9970	HMDB0008038
DOID:9970	HMDB0008039
DOID:9970	HMDB0008040
DOID:9970	HMDB0008041
DOID:9970	HMDB0008042
DOID:9970	HMDB0008043
DOID:9970	HMDB0008046
DOID:9970	HMDB0008047
DOID:9970	HMDB0008048
DOID:9970	HMDB0008049
DOID:9970	HMDB0008050
DOID:9970	HMDB0008053
DOID:9970	HMDB0008054
DOID:13922	HMDB0008054
DOID:9970	HMDB0008055
DOID:13922	HMDB0008055
DOID:9970	HMDB0008056
DOID:9970	HMDB0008057
DOID:13922	HMDB0008057
DOID:9970	HMDB0008058
DOID:13922	HMDB0008058
DOID:9970	HMDB0008059
DOID:13922	HMDB0008059
DOID:9970	HMDB0008061
DOID:9970	HMDB0008062
DOID:9970	HMDB0008063
DOID:9970	HMDB0008064
DOID:9970	HMDB0008065
DOID:9970	HMDB0008067
DOID:9970	HMDB0008068
DOID:9970	HMDB0008069
DOID:9970	HMDB0008070
DOID:9970	HMDB0008071
DOID:9970	HMDB0008072
DOID:9970	HMDB0008073
DOID:9970	HMDB0008074
DOID:9970	HMDB0008075
DOID:9970	HMDB0008078
DOID:9970	HMDB0008079
DOID:9970	HMDB0008080
DOID:9970	HMDB0008081
DOID:9970	HMDB0008082
DOID:9970	HMDB0008083
DOID:9970	HMDB0008085
DOID:9970	HMDB0008086
DOID:13922	HMDB0008086
DOID:9970	HMDB0008087
DOID:9970	HMDB0008088
DOID:9970	HMDB0008089
DOID:9970	HMDB0008091
DOID:9970	HMDB0008092
DOID:13922	HMDB0008092
DOID:9970	HMDB0008093
DOID:9970	HMDB0008094
DOID:9970	HMDB0008095
DOID:9970	HMDB0008096
DOID:9970	HMDB0008097
DOID:9970	HMDB0008098
DOID:9970	HMDB0008100
DOID:9970	HMDB0008101
DOID:9970	HMDB0008102
DOID:9970	HMDB0008103
DOID:9970	HMDB0008105
DOID:9970	HMDB0008106
DOID:9970	HMDB0008107
DOID:9970	HMDB0008108
DOID:9970	HMDB0008111
DOID:9970	HMDB0008112
DOID:9970	HMDB0008113
DOID:9970	HMDB0008114
DOID:9970	HMDB0008115
DOID:9970	HMDB0008116
DOID:9970	HMDB0008118
DOID:9970	HMDB0008119
DOID:9970	HMDB0008120
DOID:9970	HMDB0008121
DOID:9970	HMDB0008122
DOID:9970	HMDB0008124
DOID:9970	HMDB0008125
DOID:9970	HMDB0008126
DOID:9970	HMDB0008127
DOID:9970	HMDB0008128
DOID:9970	HMDB0008129
DOID:9970	HMDB0008130
DOID:9970	HMDB0008131
DOID:9970	HMDB0008133
DOID:9970	HMDB0008134
DOID:9970	HMDB0008135
DOID:9970	HMDB0008136
DOID:9970	HMDB0008137
DOID:9970	HMDB0008138
DOID:9970	HMDB0008139
DOID:9970	HMDB0008140
DOID:9970	HMDB0008141
DOID:9970	HMDB0008142
DOID:9970	HMDB0008144
DOID:9970	HMDB0008145
DOID:9970	HMDB0008146
DOID:9970	HMDB0008147
DOID:9970	HMDB0008148
DOID:9970	HMDB0008150
DOID:9970	HMDB0008151
DOID:9970	HMDB0008152
DOID:9970	HMDB0008153
DOID:9970	HMDB0008157
DOID:9970	HMDB0008159
DOID:9970	HMDB0008160
DOID:9970	HMDB0008161
DOID:9970	HMDB0008162
DOID:9970	HMDB0008163
DOID:9970	HMDB0008166
DOID:9970	HMDB0008167
DOID:9970	HMDB0008168
DOID:9970	HMDB0008169
DOID:9970	HMDB0008170
DOID:9970	HMDB0008171
DOID:9970	HMDB0008172
DOID:9970	HMDB0008173
DOID:9970	HMDB0008175
DOID:9970	HMDB0008176
DOID:9970	HMDB0008177
DOID:9970	HMDB0008178
DOID:9970	HMDB0008179
DOID:9970	HMDB0008183
DOID:9970	HMDB0008184
DOID:9970	HMDB0008185
DOID:9970	HMDB0008191
DOID:13922	HMDB0008191
DOID:9970	HMDB0008192
DOID:9970	HMDB0008193
DOID:9970	HMDB0008194
DOID:9970	HMDB0008195
DOID:9970	HMDB0008196
DOID:9970	HMDB0008199
DOID:9970	HMDB0008200
DOID:9970	HMDB0008201
DOID:9970	HMDB0008202
DOID:9970	HMDB0008203
DOID:9970	HMDB0008204
DOID:9970	HMDB0008205
DOID:9970	HMDB0008206
DOID:9970	HMDB0008208
DOID:9970	HMDB0008209
DOID:9970	HMDB0008210
DOID:9970	HMDB0008211
DOID:9970	HMDB0008212
DOID:9970	HMDB0008216
DOID:9970	HMDB0008217
DOID:9970	HMDB0008218
DOID:9970	HMDB0008224
DOID:9970	HMDB0008225
DOID:9970	HMDB0008226
DOID:9970	HMDB0008227
DOID:9970	HMDB0008228
DOID:9970	HMDB0008232
DOID:9970	HMDB0008234
DOID:9970	HMDB0008235
DOID:9970	HMDB0008236
DOID:9970	HMDB0008237
DOID:9970	HMDB0008241
DOID:9970	HMDB0008242
DOID:9970	HMDB0008243
DOID:9970	HMDB0008249
DOID:9970	HMDB0008250
DOID:9970	HMDB0008251
DOID:9970	HMDB0008256
DOID:9970	HMDB0008257
DOID:13922	HMDB0008257
DOID:9970	HMDB0008258
DOID:9970	HMDB0008259
DOID:9970	HMDB0008260
DOID:9970	HMDB0008261
DOID:9970	HMDB0008263
DOID:9970	HMDB0008265
DOID:9970	HMDB0008266
DOID:9970	HMDB0008267
DOID:9970	HMDB0008271
DOID:9970	HMDB0008272
DOID:9970	HMDB0008273
DOID:9970	HMDB0008276
DOID:9970	HMDB0008277
DOID:9970	HMDB0008278
DOID:9970	HMDB0008279
DOID:9970	HMDB0008280
DOID:9970	HMDB0008281
DOID:9970	HMDB0008282
DOID:9970	HMDB0008283
DOID:9970	HMDB0008284
DOID:9970	HMDB0008285
DOID:9970	HMDB0008286
DOID:9970	HMDB0008287
DOID:13922	HMDB0008288
DOID:9970	HMDB0008291
DOID:9970	HMDB0008292
DOID:9970	HMDB0008295
DOID:9970	HMDB0008296
DOID:9970	HMDB0008298
DOID:9970	HMDB0008299
DOID:9970	HMDB0008303
DOID:9970	HMDB0008304
DOID:9970	HMDB0008305
DOID:9970	HMDB0008306
DOID:9970	HMDB0008308
DOID:9970	HMDB0008309
DOID:9970	HMDB0008310
DOID:9970	HMDB0008311
DOID:9970	HMDB0008312
DOID:9970	HMDB0008313
DOID:9970	HMDB0008314
DOID:9970	HMDB0008315
DOID:9970	HMDB0008316
DOID:9970	HMDB0008318
DOID:9970	HMDB0008324
DOID:9970	HMDB0008328
DOID:9970	HMDB0008329
DOID:9970	HMDB0008331
DOID:9970	HMDB0008332
DOID:9970	HMDB0008334
DOID:9970	HMDB0008335
DOID:9970	HMDB0008336
DOID:9970	HMDB0008337
DOID:9970	HMDB0008338
DOID:9970	HMDB0008339
DOID:9970	HMDB0008340
DOID:9970	HMDB0008341
DOID:9970	HMDB0008342
DOID:9970	HMDB0008343
DOID:9970	HMDB0008344
DOID:9970	HMDB0008345
DOID:9970	HMDB0008346
DOID:9970	HMDB0008348
DOID:9970	HMDB0008350
DOID:9970	HMDB0008357
DOID:9970	HMDB0008359
DOID:9970	HMDB0008360
DOID:9970	HMDB0008361
DOID:9970	HMDB0008362
DOID:9970	HMDB0008364
DOID:9970	HMDB0008365
DOID:9970	HMDB0008366
DOID:9970	HMDB0008367
DOID:9970	HMDB0008368
DOID:9970	HMDB0008369
DOID:9970	HMDB0008370
DOID:9970	HMDB0008371
DOID:9970	HMDB0008373
DOID:9970	HMDB0008374
DOID:9970	HMDB0008375
DOID:9970	HMDB0008376
DOID:9970	HMDB0008377
DOID:9970	HMDB0008382
DOID:9970	HMDB0008383
DOID:9970	HMDB0008390
DOID:9970	HMDB0008391
DOID:9970	HMDB0008392
DOID:9970	HMDB0008393
DOID:9970	HMDB0008394
DOID:9970	HMDB0008395
DOID:9970	HMDB0008397
DOID:9970	HMDB0008398
DOID:9970	HMDB0008399
DOID:9970	HMDB0008400
DOID:9970	HMDB0008401
DOID:9970	HMDB0008402
DOID:9970	HMDB0008403
DOID:9970	HMDB0008404
DOID:9970	HMDB0008406
DOID:9970	HMDB0008407
DOID:9970	HMDB0008408
DOID:9970	HMDB0008409
DOID:9970	HMDB0008414
DOID:9970	HMDB0008415
DOID:9970	HMDB0008422
DOID:9970	HMDB0008423
DOID:9970	HMDB0008424
DOID:9970	HMDB0008425
DOID:9970	HMDB0008426
DOID:9970	HMDB0008429
DOID:9970	HMDB0008430
DOID:9970	HMDB0008431
DOID:9970	HMDB0008432
DOID:9970	HMDB0008433
DOID:9970	HMDB0008434
DOID:9970	HMDB0008438
DOID:9970	HMDB0008439
DOID:9970	HMDB0008440
DOID:9970	HMDB0008446
DOID:9970	HMDB0008447
DOID:9970	HMDB0008455
DOID:9970	HMDB0008456
DOID:9970	HMDB0008457
DOID:9970	HMDB0008458
DOID:9970	HMDB0008459
DOID:9970	HMDB0008462
DOID:9970	HMDB0008463
DOID:9970	HMDB0008464
DOID:9970	HMDB0008465
DOID:9970	HMDB0008466
DOID:9970	HMDB0008467
DOID:9970	HMDB0008471
DOID:9970	HMDB0008472
DOID:9970	HMDB0008473
DOID:9970	HMDB0008479
DOID:9970	HMDB0008480
DOID:9970	HMDB0008488
DOID:9970	HMDB0008489
DOID:9970	HMDB0008490
DOID:9970	HMDB0008491
DOID:9970	HMDB0008495
DOID:9970	HMDB0008496
DOID:9970	HMDB0008497
DOID:9970	HMDB0008498
DOID:9970	HMDB0008499
DOID:9970	HMDB0008504
DOID:9970	HMDB0008505
DOID:9970	HMDB0008512
DOID:9970	HMDB0008521
DOID:9970	HMDB0008522
DOID:9970	HMDB0008523
DOID:9970	HMDB0008524
DOID:9970	HMDB0008525
DOID:9970	HMDB0008526
DOID:9970	HMDB0008528
DOID:9970	HMDB0008533
DOID:9970	HMDB0008534
DOID:9970	HMDB0008535
DOID:9970	HMDB0008536
DOID:9970	HMDB0008537
DOID:9970	HMDB0008538
DOID:9970	HMDB0008539
DOID:9970	HMDB0008542
DOID:9970	HMDB0008543
DOID:9970	HMDB0008544
DOID:9970	HMDB0008554
DOID:9970	HMDB0008558
DOID:9970	HMDB0008559
DOID:9970	HMDB0008564
DOID:9970	HMDB0008565
DOID:9970	HMDB0008566
DOID:9970	HMDB0008567
DOID:9970	HMDB0008568
DOID:9970	HMDB0008569
DOID:9970	HMDB0008570
DOID:9970	HMDB0008572
DOID:9970	HMDB0008573
DOID:9970	HMDB0008574
DOID:9970	HMDB0008575
DOID:9970	HMDB0008588
DOID:9970	HMDB0008589
DOID:9970	HMDB0008590
DOID:8778	HMDB0008591
DOID:9970	HMDB0008591
DOID:9970	HMDB0008594
DOID:9970	HMDB0008595
DOID:9970	HMDB0008596
DOID:9970	HMDB0008597
DOID:9970	HMDB0008598
DOID:9970	HMDB0008599
DOID:9970	HMDB0008600
DOID:9970	HMDB0008601
DOID:9970	HMDB0008602
DOID:9970	HMDB0008604
DOID:9970	HMDB0008605
DOID:9970	HMDB0008606
DOID:9970	HMDB0008620
DOID:9970	HMDB0008621
DOID:9970	HMDB0008622
DOID:9970	HMDB0008623
DOID:9970	HMDB0008624
DOID:9970	HMDB0008626
DOID:9970	HMDB0008627
DOID:9970	HMDB0008628
DOID:9970	HMDB0008629
DOID:9970	HMDB0008630
DOID:9970	HMDB0008631
DOID:9970	HMDB0008635
DOID:9970	HMDB0008636
DOID:9970	HMDB0008652
DOID:9970	HMDB0008653
DOID:9970	HMDB0008654
DOID:9970	HMDB0008655
DOID:9970	HMDB0008656
DOID:9970	HMDB0008657
DOID:9970	HMDB0008659
DOID:9970	HMDB0008660
DOID:9970	HMDB0008661
DOID:9970	HMDB0008662
DOID:9970	HMDB0008663
DOID:9970	HMDB0008668
DOID:9970	HMDB0008685
DOID:9970	HMDB0008686
DOID:9970	HMDB0008687
DOID:9970	HMDB0008688
DOID:9970	HMDB0008689
DOID:9970	HMDB0008690
DOID:9970	HMDB0008692
DOID:9970	HMDB0008693
DOID:9970	HMDB0008694
DOID:9970	HMDB0008695
DOID:9970	HMDB0008696
DOID:9970	HMDB0008701
DOID:9970	HMDB0008718
DOID:9970	HMDB0008719
DOID:9970	HMDB0008720
DOID:9970	HMDB0008721
DOID:9970	HMDB0008722
DOID:9970	HMDB0008725
DOID:9970	HMDB0008727
DOID:9970	HMDB0008751
DOID:9970	HMDB0008752
DOID:9970	HMDB0008755
DOID:9970	HMDB0008760
DOID:9970	HMDB0008761
DOID:9970	HMDB0008762
DOID:9970	HMDB0008763
DOID:9970	HMDB0008766
DOID:9970	HMDB0008785
DOID:9970	HMDB0008786
DOID:9970	HMDB0008787
DOID:9970	HMDB0008792
DOID:9970	HMDB0008793
DOID:9970	HMDB0008794
DOID:9970	HMDB0008795
DOID:9970	HMDB0008797
DOID:9970	HMDB0008798
DOID:9970	HMDB0008799
DOID:9970	HMDB0008818
DOID:9970	HMDB0008819
DOID:9970	HMDB0008820
DOID:2394	HMDB0009901
DOID:9970	HMDB0010169
DOID:13922	HMDB0010169
DOID:2841	HMDB0010199
DOID:9256	HMDB0010325
DOID:9352	HMDB0010325
DOID:8778	HMDB0010340
DOID:14080	HMDB0010345
DOID:10763	HMDB0010345
DOID:0050811	HMDB0010375
DOID:2394	HMDB0010379
DOID:5419	HMDB0010382
DOID:684	HMDB0010382
DOID:13922	HMDB0010382
DOID:13922	HMDB0010383
DOID:5419	HMDB0010384
DOID:684	HMDB0010384
DOID:9970	HMDB0010384
